batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,xy,0.0,0.0,0.0
2,2,xy,2.04,5.22,7.26
2,3,xy,4.05,0.0,4.05
2,4,xy,3.57,6.58,10.15
2,5,xy,4.11,0.0,4.11
2,6,xy,1.98,0.06,2.04
2,7,xy,1.64,7.87,9.51
2,8,xy,2.14,0.0,2.14
2,9,xy,1.89,15.71,17.6
2,10,xy,2.14,0.0,2.14
2,11,xy,1.34,0.04,1.38
2,12,xy,1.31,28.65,29.96
2,13,xy,1.11,0.0,1.11
2,14,xy,1.56,57.18,58.74
2,15,xy,0.83,0.0,0.83
2,16,xy,1.01,0.09,1.1
2,17,xy,0.0,0.0,0.0
2,18,xy,1.3,1.0,2.3
2,19,xy,0.02,0.0,0.02
2,20,xy,0.74,0.03,0.77
