batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,x,0.0,0.0,0.0
16,2,x,1.13,33.73,34.86
16,3,x,3.44,0.0,3.44
16,4,x,2.1,47.3,49.4
16,5,x,3.95,0.0,3.95
16,6,x,1.38,0.01,1.39
16,7,x,0.96,2.77,3.73
16,8,x,2.51,0.0,2.51
16,9,x,1.2,6.15,7.35
16,10,x,2.1,0.0,2.1
16,11,x,0.8,0.01,0.81
16,12,x,0.58,4.76,5.34
16,13,x,1.12,0.0,1.12
16,14,x,0.78,9.66,10.44
16,15,x,0.84,0.0,0.84
16,16,x,0.49,0.01,0.5
16,17,x,0.0,0.0,0.0
16,18,x,0.24,0.15,0.39
16,19,x,0.02,0.0,0.02
16,20,x,0.1,0.0,0.1
