batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,x,0.0,0.0,0.0
32,2,x,1.03,33.51,34.54
32,3,x,3.42,0.0,3.42
32,4,x,1.97,70.54,72.51
32,5,x,3.93,0.0,3.93
32,6,x,1.27,0.01,1.28
32,7,x,0.81,3.27,4.08
32,8,x,2.5,0.0,2.5
32,9,x,1.06,7.3,8.36
32,10,x,2.09,0.0,2.09
32,11,x,0.69,0.01,0.7
32,12,x,0.49,4.13,4.62
32,13,x,1.11,0.0,1.11
32,14,x,0.62,8.27,8.89
32,15,x,0.84,0.0,0.84
32,16,x,0.4,0.0,0.4
32,17,x,0.0,0.0,0.0
32,18,x,0.16,0.15,0.31
32,19,x,0.02,0.0,0.02
32,20,x,0.05,0.0,0.05
