batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,yz,0.0,0.0,0.0
64,2,yz,0.98,35.35,36.33
64,3,yz,3.44,0.0,3.44
64,4,yz,1.9,45.04,46.94
64,5,yz,4.17,0.0,4.17
64,6,yz,1.23,0.02,1.25
64,7,yz,0.75,6.45,7.2
64,8,yz,2.37,0.0,2.37
64,9,yz,0.99,9.75,10.74
64,10,yz,2.3,0.0,2.3
64,11,yz,0.64,0.01,0.65
64,12,yz,0.41,2.25,2.66
64,13,yz,1.12,0.0,1.12
64,14,yz,0.54,4.4,4.94
64,15,yz,0.83,0.0,0.83
64,16,yz,0.35,0.01,0.36
64,17,yz,0.0,0.0,0.0
64,18,yz,0.13,1.95,2.08
64,19,yz,0.02,0.0,0.02
64,20,yz,0.03,0.02,0.05
