batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,cpu,0.0,0.0,0.0
4,2,cpu,2.45,0.0,2.45
4,3,cpu,3.32,0.0,3.32
4,4,cpu,20.24,0.0,20.24
4,5,cpu,4.0,0.0,4.0
4,6,cpu,0.01,0.0,0.01
4,7,cpu,9.63,0.0,9.63
4,8,cpu,2.13,0.0,2.13
4,9,cpu,18.84,0.0,18.84
4,10,cpu,2.25,0.0,2.25
4,11,cpu,0.0,0.0,0.0
4,12,cpu,8.58,0.0,8.58
4,13,cpu,1.09,0.0,1.09
4,14,cpu,18.22,0.0,18.22
4,15,cpu,0.86,0.0,0.86
4,16,cpu,0.0,0.0,0.0
4,17,cpu,0.0,0.0,0.0
4,18,cpu,0.84,0.0,0.84
4,19,cpu,0.02,0.0,0.02
4,20,cpu,0.0,0.0,0.0
