batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
8,1,y,0.0,0.0,0.0
8,2,y,1.36,7.33,8.69
8,3,y,3.7,0.0,3.7
8,4,y,2.39,9.96,12.35
8,5,y,3.74,0.0,3.74
8,6,y,1.59,0.04,1.63
8,7,y,1.14,15.69,16.83
8,8,y,2.2,0.0,2.2
8,9,y,1.49,30.86,32.35
8,10,y,2.07,0.0,2.07
8,11,y,0.98,0.05,1.03
8,12,y,0.66,56.65,57.31
8,13,y,1.1,0.0,1.1
8,14,y,0.97,112.59,113.56
8,15,y,0.84,0.0,0.84
8,16,y,0.53,0.09,0.62
8,17,y,0.0,0.0,0.0
8,18,y,0.4,1.93,2.33
8,19,y,0.02,0.0,0.02
8,20,y,0.19,0.03,0.22
